DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2017,53087147,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2018,63239549,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2019,57124065,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2020,31198165,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2021,35477003,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2022,44350540,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,IT,2023,41758030,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2012,3498464,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2013,3609076,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2014,3696385,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2015,3752717,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2016,3720692,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2017,3721299,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2018,3916235,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2019,4169206,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2020,2910275,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2021,3677541,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2022,4835285,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LT,2023,5310126,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2012,1352851,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2013,1367470,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2014,1518688,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2015,1410768,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2016,1329532,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2017,1996863,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2018,2110380,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2019,2140525,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2020,1460206,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2021,1778557,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2022,2558363,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LU,2023,2776029,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2012,4739340,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2013,3968626,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2014,4106055,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2015,3834159,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2016,3980370,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2017,3835594,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2018,3499194,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2019,3491341,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2020,1705521,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2021,2778389,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2022,3808817,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,LV,2023,4119954,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,ME,2016,188268,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,ME,2017,193645,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MK,2019,262350,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MK,2020,33055,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MK,2021,106913,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2012,383851,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2013,401484,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2014,425955,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2015,480550,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2016,583076,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2017,644717,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2018,687802,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2019,720106,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2020,503046,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2021,617154,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2022,811291,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,MT,2023,1049702,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2012,42019444,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2013,38878507,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2014,37922568,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2015,37492051,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2016,38643996,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2017,40133197,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2018,39313319,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2019,40925590,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2020,26936948,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2021,41336086,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2022,39778701,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NL,2023,41831994,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2013,5887630,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2014,7022522,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2015,6599736,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2016,6188459,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2017,6400580,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2018,6244397,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,NO,2021,1767494,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2012,50105472,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2013,49669865,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2014,45877500,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2015,47895088,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2016,52297641,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2017,55133404,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2018,57404881,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2019,60187036,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2020,43639308,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2021,51888562,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2022,60944235,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PL,2023,62643746,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2012,13606962,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2013,14493590,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2014,14229727,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2015,15268636,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2016,15490024,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2017,16858289,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2018,17602687,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2019,19666082,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2020,12226847,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2021,14439213,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2022,18387763,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,PT,2023,19304616,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2012,16750302,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2013,17612363,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2014,17316919,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2015,16664180,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2016,17244433,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2017,17788442,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2018,18298114,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2019,19161381,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2020,11589819,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2021,17231345,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2022,18092481,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RO,2023,16253566,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,RS,2018,580367,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2014,35869003,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2015,37313015,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2016,39518034,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2017,52566455,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2018,48332322,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2019,49029604,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2020,52676311,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2021,55272265,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SE,2022,74712110,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2012,4111091,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2013,4203554,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2014,4125128,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2015,3954334,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2016,4130828,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2017,4382963,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2018,4726634,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2019,4343765,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2020,2313942,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2021,5006427,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2022,5358426,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SI,2023,6835855,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2012,6585453,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2013,6599184,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2014,7099350,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2015,7975002,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2016,9496664,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2017,10432810,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2018,11550187,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2019,12873903,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2020,5364114,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2021,6203208,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2022,10029179,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,SK,2023,11082874,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,UK,2012,36504447,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020,TOTAL,N_GE1,NR,UK,2013,38005900,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2012,8700541,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2013,8356353,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2014,8730328,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2015,8336479,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2016,9344241,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2017,9378551,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2018,8819239,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2019,9570332,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2020,3307683,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2021,6547352,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2022,11716810,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,AT,2023,12928486,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2012,7667756,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2013,8438922,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2014,8704716,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2015,8886172,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2016,11157601,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2017,9969455,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2018,10733450,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2019,11439804,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2020,5031045,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2021,6385433,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2022,11361386,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BE,2023,12030346,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2012,284871,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2013,361056,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2014,329331,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2015,351565,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2016,378274,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2017,543123,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2018,544257,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2019,670229,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2020,115995,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2021,91353,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2022,537334,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,BG,2023,749217,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CH,2021,5326564,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2012,669229,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2013,592744,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2014,696922,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2015,727079,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2016,823936,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2017,883992,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2018,952389,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2019,1016351,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2020,315607,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2021,353372,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2022,854464,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CY,2023,1194347,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2012,4961963,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2013,4798111,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2014,4738499,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2015,5048683,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2016,5248715,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2017,5732200,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2018,6138675,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2019,5864579,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2020,2257544,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2021,2751111,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2022,5491980,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,CZ,2023,6330174,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,DE,2012,58454603,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,DE,2013,60028770,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,DE,2014,57576594,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,DE,2015,59466917,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,EU27_2020_FOR,TOTAL,N_GE1,NR,DE,2016,65798429,
