DATAFLOW,LAST UPDATE,freq,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2013,218908,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2014,364774,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2015,426497,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2016,458271,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2017,556706,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2018,593207,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2019,522455,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2020,123670,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2021,84969,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2022,306323,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ES,2023,726078,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2012,9538729,e
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2013,9764786,e
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2014,9910230,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2015,9549617,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2016,11217188,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2017,13132092,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2018,14093886,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2019,14975074,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2020,3402916,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2021,2417898,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2022,6953439,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,EU27_2020,2023,11340412,e
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2012,405553,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2013,347413,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2014,345131,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2015,485384,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2016,398465,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2017,385720,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2018,493660,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2019,500803,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2020,179783,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2021,85369,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2022,180066,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FI,2023,328599,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2012,1307241,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2013,1482302,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2014,1552888,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2015,1409202,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2016,1333180,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2017,1655489,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2018,1744530,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2019,1829708,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2020,572486,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2021,223381,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2022,800848,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,FR,2023,1348744,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2012,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2013,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2014,54332,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2015,92698,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2016,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2017,33896,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2018,40890,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2019,33228,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2022,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HR,2023,20025,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2012,68199,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2013,74874,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2014,101379,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2015,114374,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2016,136442,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2017,142008,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2018,111427,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2019,179054,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2020,55903,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2021,63475,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2022,103691,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,HU,2023,134455,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2012,160698,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2013,117816,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2014,160194,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2015,150605,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2016,184215,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2017,186360,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2018,220919,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2019,271824,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2020,71473,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2022,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IE,2023,159706,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2012,475323,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2013,455546,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2014,553149,bu
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2015,533089,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2016,441592,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2017,482007,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2018,954855,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2019,842950,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2022,268073,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,IT,2023,477139,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2012,18117,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2013,16664,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2014,24598,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2015,53850,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2016,97898,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2017,95812,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2018,86514,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2019,68516,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2020,11490,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2021,6626,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2022,17297,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LT,2023,25114,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2012,33912,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2013,49180,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2014,39426,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2015,44627,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2016,39280,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2017,59571,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2018,76265,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2019,87255,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2020,23174,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2021,20189,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2022,50276,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LU,2023,101807,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2012,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2013,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2014,38111,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2015,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2016,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2017,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2018,68889,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2019,60443,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2022,24701,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,LV,2023,67774,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ME,2016,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,ME,2017,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MK,2019,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MK,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MK,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2012,8930,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2013,9426,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2014,8695,bu
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2015,10807,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2016,11123,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2017,8889,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2018,17927,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2019,19012,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2020,6551,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2022,16154,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,MT,2023,25044,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2012,604951,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2013,565970,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2014,699293,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2015,653018,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2016,587614,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2017,846822,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2018,838227,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2019,1058652,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2020,261519,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2021,109665,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2022,540761,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NL,2023,884490,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2013,277091,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2014,379783,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2015,412009,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2016,362587,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2017,317085,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2018,374038,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,NO,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2012,153525,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2013,154057,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2014,192620,b
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2015,235014,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2016,262978,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2017,270418,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2018,337001,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2019,400662,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2020,109300,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2021,68623,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2022,225565,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PL,2023,377702,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2012,23414,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2013,29046,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2014,17195,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2015,36974,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2016,43818,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2017,57508,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2018,83496,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2019,93703,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2020,15451,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2022,43522,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,PT,2023,73195,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2012,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2013,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2014,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2015,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2016,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2017,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2018,27046,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2019,25524,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2022,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RO,2023,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,RS,2018,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2014,530465,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2015,505272,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2016,580663,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2017,1401606,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2018,1247166,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2019,1184762,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2020,299984,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SE,2022,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2012,19433,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2013,29292,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2014,30707,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2015,34114,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2016,34621,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2017,25977,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2018,41596,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2019,66024,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2021,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2022,37068,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SI,2023,59529,
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2012,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2013,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2014,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2015,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2016,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2017,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2018,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2019,130518,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2020,,u
ESTAT:TIN00190(1.0),16/10/24 11:00:00,A,ASI,TOTAL,N_GE1,NR,SK,2021,,u
